s,"tamp,datetime,","humidity,t",emperature
"""","1497838076"",""",19/06/2017,"2:7:56"",""69.7"",""14.9"""
"""","1497838077"",""",19/06/2017,"2:7:57"",""69.5"",""14.8"""
"""","1497838078"",""",19/06/2017,"2:7:58"",""69.5"",""14.8"""
"""","1497838079"",""",19/06/2017,"2:7:59"",""69.5"",""14.8"""
"""","1497838080"",""",19/06/2017,"2:8:0"",""69.5"",""14.8"""
"""","1497838081"",""",19/06/2017,"2:8:1"",""69.5"",""14.8"""
"""","1497838082"",""",19/06/2017,"2:8:2"",""69.5"",""14.8"""
"""","1497838083"",""",19/06/2017,"2:8:3"",""69.5"",""14.8"""
"""","1497838084"",""",19/06/2017,"2:8:4"",""69.5"",""14.8"""
"""","1497838085"",""",19/06/2017,"2:8:5"",""69.5"",""14.8"""
"""","1497838086"",""",19/06/2017,"2:8:6"",""69.5"",""14.8"""
"""","1497838087"",""",19/06/2017,"2:8:7"",""69.5"",""14.8"""
"""","1497838088"",""",19/06/2017,"2:8:8"",""69.5"",""14.8"""
"""","1497838089"",""",19/06/2017,"2:8:9"",""69.5"",""14.8"""
"""","1497838090"",""",19/06/2017,"2:8:10"",""69.5"",""14.8"""
"""","1497838091"",""",19/06/2017,"2:8:11"",""69.5"",""14.8"""
"""","1497838092"",""",19/06/2017,"2:8:12"",""69.5"",""14.8"""
"""","1497838093"",""",19/06/2017,"2:8:13"",""69.5"",""14.8"""
"""","1497838094"",""",19/06/2017,"2:8:14"",""69.5"",""14.8"""
"""","1497838095"",""",19/06/2017,"2:8:15"",""69.5"",""14.8"""
"""","1497838096"",""",19/06/2017,"2:8:16"",""69.5"",""14.8"""
"""","1497838097"",""",19/06/2017,"2:8:17"",""69.6"",""14.8"""
"""","1497838098"",""",19/06/2017,"2:8:18"",""69.6"",""14.8"""
"""","1497838099"",""",19/06/2017,"2:8:19"",""69.6"",""14.8"""
"""","1497838100"",""",19/06/2017,"2:8:20"",""69.6"",""14.8"""
"""","1497838101"",""",19/06/2017,"2:8:21"",""69.6"",""14.8"""
"""","1497838102"",""",19/06/2017,"2:8:22"",""69.6"",""14.8"""
"""","1497838103"",""",19/06/2017,"2:8:23"",""69.6"",""14.8"""
"""","1497838104"",""",19/06/2017,"2:8:24"",""69.6"",""14.8"""
"""","1497838105"",""",19/06/2017,"2:8:25"",""69.6"",""14.8"""
"""","1497838106"",""",19/06/2017,"2:8:26"",""69.6"",""14.8"""
"""","1497838107"",""",19/06/2017,"2:8:27"",""69.7"",""14.8"""
"""","1497838108"",""",19/06/2017,"2:8:28"",""69.7"",""14.8"""
"""","1497838109"",""",19/06/2017,"2:8:29"",""69.7"",""14.8"""
"""","1497838110"",""",19/06/2017,"2:8:30"",""69.6"",""14.8"""
"""","1497838111"",""",19/06/2017,"2:8:31"",""69.6"",""14.8"""
"""","1497838112"",""",19/06/2017,"2:8:32"",""69.6"",""14.8"""
"""","1497838113"",""",19/06/2017,"2:8:33"",""69.6"",""14.8"""
"""","1497838114"",""",19/06/2017,"2:8:34"",""69.6"",""14.8"""
"""","1497838115"",""",19/06/2017,"2:8:35"",""69.6"",""14.8"""
"""","1497838116"",""",19/06/2017,"2:8:36"",""69.7"",""14.8"""
"""","1497838117"",""",19/06/2017,"2:8:37"",""69.7"",""14.8"""
"""","1497838118"",""",19/06/2017,"2:8:38"",""69.7"",""14.8"""
"""","1497838119"",""",19/06/2017,"2:8:39"",""69.7"",""14.8"""
"""","1497838120"",""",19/06/2017,"2:8:40"",""69.7"",""14.8"""
"""","1497838121"",""",19/06/2017,"2:8:41"",""69.6"",""14.8"""
"""","1497838122"",""",19/06/2017,"2:8:42"",""69.6"",""14.8"""
"""","1497838123"",""",19/06/2017,"2:8:43"",""69.6"",""14.8"""
"""","1497838124"",""",19/06/2017,"2:8:44"",""69.6"",""14.8"""
"""","1497838125"",""",19/06/2017,"2:8:45"",""69.7"",""14.9"""
"""","1497838126"",""",19/06/2017,"2:8:46"",""69.7"",""14.9"""
"""","1497838127"",""",19/06/2017,"2:8:47"",""69.6"",""14.8"""
"""","1497838128"",""",19/06/2017,"2:8:48"",""69.6"",""14.8"""
"""","1497838129"",""",19/06/2017,"2:8:49"",""69.6"",""14.8"""
"""","1497838130"",""",19/06/2017,"2:8:50"",""69.6"",""14.8"""
"""","1497838131"",""",19/06/2017,"2:8:51"",""69.6"",""14.8"""
"""","1497838132"",""",19/06/2017,"2:8:52"",""69.6"",""14.8"""
"""","1497838133"",""",19/06/2017,"2:8:53"",""69.6"",""14.8"""
"""","1497838134"",""",19/06/2017,"2:8:54"",""69.5"",""14.8"""
"""","1497838135"",""",19/06/2017,"2:8:55"",""69.5"",""14.8"""
"""","1497838136"",""",19/06/2017,"2:8:56"",""69.5"",""14.8"""
"""","1497838137"",""",19/06/2017,"2:8:57"",""69.5"",""14.8"""
"""","1497838138"",""",19/06/2017,"2:8:58"",""69.5"",""14.8"""
"""","1497838139"",""",19/06/2017,"2:8:59"",""69.5"",""14.8"""
"""","1497838140"",""",19/06/2017,"2:9:0"",""69.5"",""14.8"""
"""","1497838141"",""",19/06/2017,"2:9:1"",""69.5"",""14.8"""
"""","1497838142"",""",19/06/2017,"2:9:2"",""69.5"",""14.8"""
"""","1497838143"",""",19/06/2017,"2:9:3"",""69.6"",""14.8"""
"""","1497838144"",""",19/06/2017,"2:9:4"",""69.6"",""14.8"""
"""","1497838145"",""",19/06/2017,"2:9:5"",""69.6"",""14.8"""
"""","1497838146"",""",19/06/2017,"2:9:6"",""69.6"",""14.8"""
"""","1497838147"",""",19/06/2017,"2:9:7"",""69.6"",""14.8"""
"""","1497838148"",""",19/06/2017,"2:9:8"",""69.6"",""14.8"""
"""","1497838149"",""",19/06/2017,"2:9:9"",""69.6"",""14.8"""
"""","1497838150"",""",19/06/2017,"2:9:10"",""69.6"",""14.8"""
"""","1497838151"",""",19/06/2017,"2:9:11"",""69.6"",""14.8"""
"""","1497838152"",""",19/06/2017,"2:9:12"",""69.6"",""14.8"""
"""","1497838153"",""",19/06/2017,"2:9:13"",""69.6"",""14.8"""
"""","1497838154"",""",19/06/2017,"2:9:14"",""69.6"",""14.8"""
"""","1497838155"",""",19/06/2017,"2:9:15"",""69.6"",""14.8"""
"""","1497838156"",""",19/06/2017,"2:9:16"",""69.6"",""14.8"""
"""","1497838157"",""",19/06/2017,"2:9:17"",""69.6"",""14.8"""
"""","1497838158"",""",19/06/2017,"2:9:18"",""69.6"",""14.8"""
"""","1497838159"",""",19/06/2017,"2:9:19"",""69.6"",""14.8"""
"""","1497838160"",""",19/06/2017,"2:9:20"",""69.6"",""14.8"""
"""","1497838161"",""",19/06/2017,"2:9:21"",""69.6"",""14.8"""
"""","1497838162"",""",19/06/2017,"2:9:22"",""69.6"",""14.8"""
"""","1497838163"",""",19/06/2017,"2:9:23"",""69.6"",""14.8"""
"""","1497838164"",""",19/06/2017,"2:9:24"",""69.6"",""14.8"""
"""","1497838165"",""",19/06/2017,"2:9:25"",""69.6"",""14.8"""
"""","1497838166"",""",19/06/2017,"2:9:26"",""69.6"",""14.8"""
"""","1497838167"",""",19/06/2017,"2:9:27"",""69.6"",""14.8"""
"""","1497838168"",""",19/06/2017,"2:9:28"",""69.6"",""14.8"""
"""","1497838169"",""",19/06/2017,"2:9:29"",""69.6"",""14.8"""
"""","1497838170"",""",19/06/2017,"2:9:30"",""69.6"",""14.8"""
"""","1497838171"",""",19/06/2017,"2:9:31"",""69.6"",""14.8"""
"""","1497838172"",""",19/06/2017,"2:9:32"",""69.6"",""14.8"""
"""","1497838173"",""",19/06/2017,"2:9:33"",""69.6"",""14.8"""
"""","1497838174"",""",19/06/2017,"2:9:34"",""69.6"",""14.8"""
"""","1497838175"",""",19/06/2017,"2:9:35"",""69.6"",""14.8"""
"""","1497838176"",""",19/06/2017,"2:9:36"",""69.6"",""14.8"""
"""","1497838177"",""",19/06/2017,"2:9:37"",""69.6"",""14.8"""
"""","1497838178"",""",19/06/2017,"2:9:38"",""69.6"",""14.8"""
"""","1497838179"",""",19/06/2017,"2:9:39"",""69.6"",""14.8"""
"""","1497838180"",""",19/06/2017,"2:9:40"",""69.6"",""14.8"""
"""","1497838181"",""",19/06/2017,"2:9:41"",""69.6"",""14.8"""
"""","1497838182"",""",19/06/2017,"2:9:42"",""69.6"",""14.8"""
"""","1497838183"",""",19/06/2017,"2:9:43"",""69.6"",""14.8"""
"""","1497838184"",""",19/06/2017,"2:9:44"",""69.6"",""14.8"""
"""","1497838185"",""",19/06/2017,"2:9:45"",""69.6"",""14.8"""
"""","1497838186"",""",19/06/2017,"2:9:46"",""69.6"",""14.8"""
"""","1497838187"",""",19/06/2017,"2:9:47"",""69.6"",""14.8"""
"""","1497838188"",""",19/06/2017,"2:9:48"",""69.6"",""14.8"""
"""","1497838189"",""",19/06/2017,"2:9:49"",""69.5"",""14.8"""
"""","1497838190"",""",19/06/2017,"2:9:50"",""69.5"",""14.8"""
"""","1497838191"",""",19/06/2017,"2:9:51"",""69.6"",""14.8"""
"""","1497838192"",""",19/06/2017,"2:9:52"",""69.6"",""14.8"""
"""","1497838193"",""",19/06/2017,"2:9:53"",""69.6"",""14.8"""
"""","1497838194"",""",19/06/2017,"2:9:54"",""69.6"",""14.8"""
"""","1497838195"",""",19/06/2017,"2:9:55"",""69.6"",""14.8"""
"""","1497838196"",""",19/06/2017,"2:9:56"",""69.6"",""14.8"""
"""","1497838197"",""",19/06/2017,"2:9:57"",""69.6"",""14.8"""
"""","1497838198"",""",19/06/2017,"2:9:58"",""69.6"",""14.8"""
"""","1497838199"",""",19/06/2017,"2:9:59"",""69.6"",""14.8"""
"""","1497838200"",""",19/06/2017,"2:10:0"",""69.6"",""14.8"""
"""","1497838201"",""",19/06/2017,"2:10:1"",""69.6"",""14.8"""
"""","1497838202"",""",19/06/2017,"2:10:2"",""69.6"",""14.8"""
"""","1497838203"",""",19/06/2017,"2:10:3"",""69.6"",""14.8"""
"""","1497838204"",""",19/06/2017,"2:10:4"",""69.6"",""14.8"""
"""","1497838205"",""",19/06/2017,"2:10:5"",""69.6"",""14.8"""
"""","1497838206"",""",19/06/2017,"2:10:6"",""69.6"",""14.8"""
"""","1497838207"",""",19/06/2017,"2:10:7"",""69.6"",""14.8"""
"""","1497838208"",""",19/06/2017,"2:10:8"",""69.6"",""14.8"""
"""","1497838209"",""",19/06/2017,"2:10:9"",""69.6"",""14.8"""
"""","1497838210"",""",19/06/2017,"2:10:10"",""69.6"",""14.8"""
"""","1497838211"",""",19/06/2017,"2:10:11"",""69.6"",""14.8"""
"""","1497838212"",""",19/06/2017,"2:10:12"",""69.6"",""14.8"""
"""","1497838213"",""",19/06/2017,"2:10:13"",""69.6"",""14.8"""
"""","1497838214"",""",19/06/2017,"2:10:14"",""69.5"",""14.8"""
"""","1497838215"",""",19/06/2017,"2:10:15"",""69.5"",""14.8"""
"""","1497838216"",""",19/06/2017,"2:10:16"",""69.5"",""14.8"""
"""","1497838217"",""",19/06/2017,"2:10:17"",""69.5"",""14.8"""
"""","1497838218"",""",19/06/2017,"2:10:18"",""69.5"",""14.8"""
"""","1497838219"",""",19/06/2017,"2:10:19"",""69.5"",""14.8"""
"""","1497838220"",""",19/06/2017,"2:10:20"",""69.5"",""14.8"""
"""","1497838221"",""",19/06/2017,"2:10:21"",""69.5"",""14.8"""
"""","1497838222"",""",19/06/2017,"2:10:22"",""69.5"",""14.8"""
"""","1497838223"",""",19/06/2017,"2:10:23"",""69.6"",""14.8"""
"""","1497838224"",""",19/06/2017,"2:10:24"",""69.6"",""14.8"""
"""","1497838225"",""",19/06/2017,"2:10:25"",""69.6"",""14.8"""
"""","1497838226"",""",19/06/2017,"2:10:26"",""69.6"",""14.8"""
"""","1497838227"",""",19/06/2017,"2:10:27"",""69.6"",""14.8"""
"""","1497838228"",""",19/06/2017,"2:10:28"",""69.6"",""14.8"""
"""","1497838229"",""",19/06/2017,"2:10:29"",""69.6"",""14.8"""
"""","1497838230"",""",19/06/2017,"2:10:30"",""69.5"",""14.8"""
"""","1497838231"",""",19/06/2017,"2:10:31"",""69.5"",""14.8"""
"""","1497838232"",""",19/06/2017,"2:10:32"",""69.5"",""14.8"""
"""","1497838233"",""",19/06/2017,"2:10:33"",""69.5"",""14.8"""
"""","1497838234"",""",19/06/2017,"2:10:34"",""69.5"",""14.8"""
"""","1497838235"",""",19/06/2017,"2:10:35"",""69.5"",""14.8"""
"""","1497838236"",""",19/06/2017,"2:10:36"",""69.5"",""14.8"""
"""","1497838237"",""",19/06/2017,"2:10:37"",""69.5"",""14.8"""
"""","1497838238"",""",19/06/2017,"2:10:38"",""69.5"",""14.8"""
"""","1497838239"",""",19/06/2017,"2:10:39"",""69.5"",""14.8"""
"""","1497838240"",""",19/06/2017,"2:10:40"",""69.5"",""14.8"""
"""","1497838241"",""",19/06/2017,"2:10:41"",""69.5"",""14.8"""
"""","1497838242"",""",19/06/2017,"2:10:42"",""69.5"",""14.8"""
"""","1497838243"",""",19/06/2017,"2:10:43"",""69.5"",""14.8"""
"""","1497838244"",""",19/06/2017,"2:10:44"",""69.6"",""14.9"""
"""","1497838245"",""",19/06/2017,"2:10:45"",""69.6"",""14.9"""
"""","1497838246"",""",19/06/2017,"2:10:46"",""69.6"",""14.9"""
"""","1497838247"",""",19/06/2017,"2:10:47"",""69.6"",""14.9"""
"""","1497838248"",""",19/06/2017,"2:10:48"",""69.5"",""14.8"""
"""","1497838249"",""",19/06/2017,"2:10:49"",""69.5"",""14.8"""
"""","1497838250"",""",19/06/2017,"2:10:50"",""69.5"",""14.8"""
"""","1497838251"",""",19/06/2017,"2:10:51"",""69.5"",""14.8"""
"""","1497838252"",""",19/06/2017,"2:10:52"",""69.5"",""14.8"""
"""","1497838253"",""",19/06/2017,"2:10:53"",""69.4"",""14.8"""
"""","1497838254"",""",19/06/2017,"2:10:54"",""69.4"",""14.8"""
"""","1497838255"",""",19/06/2017,"2:10:55"",""69.5"",""14.8"""
"""","1497838256"",""",19/06/2017,"2:10:56"",""69.5"",""14.8"""
"""","1497838257"",""",19/06/2017,"2:10:57"",""69.5"",""14.8"""
"""","1497838258"",""",19/06/2017,"2:10:58"",""69.4"",""14.8"""
"""","1497838259"",""",19/06/2017,"2:10:59"",""69.4"",""14.8"""
"""","1497838260"",""",19/06/2017,"2:11:0"",""69.4"",""14.8"""
"""","1497838261"",""",19/06/2017,"2:11:1"",""69.4"",""14.8"""
"""","1497838262"",""",19/06/2017,"2:11:2"",""69.5"",""14.8"""
"""","1497838263"",""",19/06/2017,"2:11:3"",""69.5"",""14.8"""
"""","1497838264"",""",19/06/2017,"2:11:4"",""69.5"",""14.8"""
"""","1497838265"",""",19/06/2017,"2:11:5"",""69.5"",""14.8"""
"""","1497838266"",""",19/06/2017,"2:11:6"",""69.5"",""14.8"""
"""","1497838267"",""",19/06/2017,"2:11:7"",""69.5"",""14.8"""
"""","1497838268"",""",19/06/2017,"2:11:8"",""69.5"",""14.8"""
"""","1497838269"",""",19/06/2017,"2:11:9"",""69.5"",""14.8"""
"""","1497838270"",""",19/06/2017,"2:11:10"",""69.5"",""14.8"""
"""","1497838271"",""",19/06/2017,"2:11:11"",""69.5"",""14.8"""
"""","1497838272"",""",19/06/2017,"2:11:12"",""69.5"",""14.8"""
"""","1497838273"",""",19/06/2017,"2:11:13"",""69.5"",""14.8"""
"""","1497838274"",""",19/06/2017,"2:11:14"",""69.5"",""14.8"""
"""","1497838275"",""",19/06/2017,"2:11:15"",""69.5"",""14.8"""
"""","1497838276"",""",19/06/2017,"2:11:16"",""69.5"",""14.8"""
"""","1497838277"",""",19/06/2017,"2:11:17"",""69.5"",""14.8"""
"""","1497838278"",""",19/06/2017,"2:11:18"",""69.5"",""14.8"""
"""","1497838279"",""",19/06/2017,"2:11:19"",""69.5"",""14.8"""
"""","1497838280"",""",19/06/2017,"2:11:20"",""69.5"",""14.8"""
"""","1497838281"",""",19/06/2017,"2:11:21"",""69.5"",""14.8"""
"""","1497838282"",""",19/06/2017,"2:11:22"",""69.5"",""14.8"""
"""","1497838283"",""",19/06/2017,"2:11:23"",""69.5"",""14.8"""
"""","1497838284"",""",19/06/2017,"2:11:24"",""69.5"",""14.8"""
"""","1497838285"",""",19/06/2017,"2:11:25"",""69.5"",""14.8"""
"""","1497838286"",""",19/06/2017,"2:11:26"",""69.5"",""14.8"""
"""","1497838287"",""",19/06/2017,"2:11:27"",""69.5"",""14.8"""
"""","1497838288"",""",19/06/2017,"2:11:28"",""69.5"",""14.8"""
"""","1497838289"",""",19/06/2017,"2:11:29"",""69.5"",""14.8"""
"""","1497838290"",""",19/06/2017,"2:11:30"",""69.5"",""14.8"""
"""","1497838291"",""",19/06/2017,"2:11:31"",""69.5"",""14.8"""
"""","1497838292"",""",19/06/2017,"2:11:32"",""69.5"",""14.8"""
"""","1497838293"",""",19/06/2017,"2:11:33"",""69.5"",""14.8"""
"""","1497838294"",""",19/06/2017,"2:11:34"",""69.5"",""14.8"""
"""","1497838295"",""",19/06/2017,"2:11:35"",""69.5"",""14.8"""
"""","1497838296"",""",19/06/2017,"2:11:36"",""69.5"",""14.8"""
"""","1497838297"",""",19/06/2017,"2:11:37"",""69.5"",""14.8"""
"""","1497838298"",""",19/06/2017,"2:11:38"",""69.5"",""14.8"""
"""","1497838299"",""",19/06/2017,"2:11:39"",""69.5"",""14.8"""
"""","1497838300"",""",19/06/2017,"2:11:40"",""69.5"",""14.8"""
"""","1497838301"",""",19/06/2017,"2:11:41"",""69.5"",""14.8"""
"""","1497838302"",""",19/06/2017,"2:11:42"",""69.5"",""14.8"""
"""","1497838303"",""",19/06/2017,"2:11:43"",""69.5"",""14.8"""
"""","1497838304"",""",19/06/2017,"2:11:44"",""69.5"",""14.8"""
"""","1497838305"",""",19/06/2017,"2:11:45"",""69.5"",""14.8"""
"""","1497838306"",""",19/06/2017,"2:11:46"",""69.5"",""14.8"""
"""","1497838307"",""",19/06/2017,"2:11:47"",""69.5"",""14.8"""
"""","1497838308"",""",19/06/2017,"2:11:48"",""69.5"",""14.8"""
"""","1497838309"",""",19/06/2017,"2:11:49"",""69.5"",""14.8"""
"""","1497838310"",""",19/06/2017,"2:11:50"",""69.5"",""14.8"""
"""","1497838311"",""",19/06/2017,"2:11:51"",""69.5"",""14.8"""
"""","1497838312"",""",19/06/2017,"2:11:52"",""69.5"",""14.8"""
"""","1497838313"",""",19/06/2017,"2:11:53"",""69.5"",""14.8"""
"""","1497838314"",""",19/06/2017,"2:11:54"",""69.5"",""14.8"""
"""","1497838315"",""",19/06/2017,"2:11:55"",""69.5"",""14.8"""
"""","1497838316"",""",19/06/2017,"2:11:56"",""69.5"",""14.8"""
"""","1497838317"",""",19/06/2017,"2:11:57"",""69.5"",""14.8"""
"""","1497838318"",""",19/06/2017,"2:11:58"",""69.5"",""14.8"""
"""","1497838319"",""",19/06/2017,"2:11:59"",""69.5"",""14.8"""
"""","1497838320"",""",19/06/2017,"2:12:0"",""69.5"",""14.8"""
"""","1497838321"",""",19/06/2017,"2:12:1"",""69.5"",""14.8"""
"""","1497838322"",""",19/06/2017,"2:12:2"",""69.5"",""14.8"""
"""","1497838323"",""",19/06/2017,"2:12:3"",""69.5"",""14.8"""
"""","1497838324"",""",19/06/2017,"2:12:4"",""69.5"",""14.8"""
"""","1497838325"",""",19/06/2017,"2:12:5"",""69.5"",""14.8"""
"""","1497838326"",""",19/06/2017,"2:12:6"",""69.5"",""14.8"""
"""","1497838327"",""",19/06/2017,"2:12:7"",""69.5"",""14.8"""
"""","1497838328"",""",19/06/2017,"2:12:8"",""69.5"",""14.8"""
"""","1497838329"",""",19/06/2017,"2:12:9"",""69.5"",""14.8"""
"""","1497838330"",""",19/06/2017,"2:12:10"",""69.5"",""14.8"""
"""","1497838331"",""",19/06/2017,"2:12:11"",""69.5"",""14.8"""
"""","1497838332"",""",19/06/2017,"2:12:12"",""69.5"",""14.8"""
"""","1497838333"",""",19/06/2017,"2:12:13"",""69.5"",""14.8"""
"""","1497838334"",""",19/06/2017,"2:12:14"",""69.5"",""14.8"""
"""","1497838335"",""",19/06/2017,"2:12:15"",""69.5"",""14.8"""
"""","1497838336"",""",19/06/2017,"2:12:16"",""69.5"",""14.8"""
"""","1497838337"",""",19/06/2017,"2:12:17"",""69.5"",""14.8"""
"""","1497838338"",""",19/06/2017,"2:12:18"",""69.5"",""14.8"""
"""","1497838339"",""",19/06/2017,"2:12:19"",""69.5"",""14.8"""
"""","1497838340"",""",19/06/2017,"2:12:20"",""69.4"",""14.8"""
"""","1497838341"",""",19/06/2017,"2:12:21"",""69.4"",""14.8"""
"""","1497838342"",""",19/06/2017,"2:12:22"",""69.4"",""14.8"""
"""","1497838343"",""",19/06/2017,"2:12:23"",""69.4"",""14.8"""
"""","1497838344"",""",19/06/2017,"2:12:24"",""69.4"",""14.8"""
"""","1497838345"",""",19/06/2017,"2:12:25"",""69.5"",""14.8"""
"""","1497838346"",""",19/06/2017,"2:12:26"",""69.5"",""14.8"""
"""","1497838347"",""",19/06/2017,"2:12:27"",""69.5"",""14.8"""
"""","1497838348"",""",19/06/2017,"2:12:28"",""69.5"",""14.8"""
"""","1497838349"",""",19/06/2017,"2:12:29"",""69.5"",""14.8"""
"""","1497838350"",""",19/06/2017,"2:12:30"",""69.5"",""14.8"""
"""","1497838351"",""",19/06/2017,"2:12:31"",""69.5"",""14.8"""
"""","1497838352"",""",19/06/2017,"2:12:32"",""69.5"",""14.8"""
"""","1497838353"",""",19/06/2017,"2:12:33"",""69.5"",""14.8"""
"""","1497838354"",""",19/06/2017,"2:12:34"",""69.5"",""14.8"""
"""","1497838355"",""",19/06/2017,"2:12:35"",""69.5"",""14.8"""
"""","1497838356"",""",19/06/2017,"2:12:36"",""69.5"",""14.8"""
"""","1497838357"",""",19/06/2017,"2:12:37"",""69.5"",""14.8"""
"""","1497838358"",""",19/06/2017,"2:12:38"",""69.5"",""14.8"""
"""","1497838359"",""",19/06/2017,"2:12:39"",""69.5"",""14.8"""
"""","1497838360"",""",19/06/2017,"2:12:40"",""69.5"",""14.8"""
"""","1497838361"",""",19/06/2017,"2:12:41"",""69.5"",""14.8"""
"""","1497838362"",""",19/06/2017,"2:12:42"",""69.5"",""14.8"""
"""","1497838363"",""",19/06/2017,"2:12:43"",""69.5"",""14.8"""
"""","1497838364"",""",19/06/2017,"2:12:44"",""69.5"",""14.8"""
"""","1497838365"",""",19/06/2017,"2:12:45"",""69.5"",""14.8"""
"""","1497838366"",""",19/06/2017,"2:12:46"",""69.5"",""14.8"""
"""","1497838367"",""",19/06/2017,"2:12:47"",""69.5"",""14.8"""
"""","1497838368"",""",19/06/2017,"2:12:48"",""69.5"",""14.8"""
"""","1497838369"",""",19/06/2017,"2:12:49"",""69.5"",""14.8"""
"""","1497838370"",""",19/06/2017,"2:12:50"",""69.5"",""14.8"""
"""","1497838371"",""",19/06/2017,"2:12:51"",""69.5"",""14.8"""
"""","1497838372"",""",19/06/2017,"2:12:52"",""69.5"",""14.8"""
"""","1497838373"",""",19/06/2017,"2:12:53"",""69.5"",""14.8"""
"""","1497838374"",""",19/06/2017,"2:12:54"",""69.5"",""14.8"""
"""","1497838375"",""",19/06/2017,"2:12:55"",""69.5"",""14.8"""
"""","1497838376"",""",19/06/2017,"2:12:56"",""69.5"",""14.8"""
"""","1497838377"",""",19/06/2017,"2:12:57"",""69.5"",""14.8"""
"""","1497838378"",""",19/06/2017,"2:12:58"",""69.5"",""14.8"""
"""","1497838379"",""",19/06/2017,"2:12:59"",""69.5"",""14.8"""
"""","1497838380"",""",19/06/2017,"2:13:0"",""69.6"",""14.8"""
"""","1497838381"",""",19/06/2017,"2:13:1"",""69.6"",""14.8"""
"""","1497838382"",""",19/06/2017,"2:13:2"",""69.6"",""14.8"""
"""","1497838383"",""",19/06/2017,"2:13:3"",""69.6"",""14.8"""
"""","1497838384"",""",19/06/2017,"2:13:4"",""69.5"",""14.8"""
"""","1497838385"",""",19/06/2017,"2:13:5"",""69.5"",""14.8"""
"""","1497838386"",""",19/06/2017,"2:13:6"",""69.5"",""14.8"""
"""","1497838387"",""",19/06/2017,"2:13:7"",""69.5"",""14.8"""
"""","1497838388"",""",19/06/2017,"2:13:8"",""69.5"",""14.8"""
"""","1497838389"",""",19/06/2017,"2:13:9"",""69.5"",""14.8"""
"""","1497838390"",""",19/06/2017,"2:13:10"",""69.5"",""14.8"""
"""","1497838391"",""",19/06/2017,"2:13:11"",""69.5"",""14.8"""
"""","1497838392"",""",19/06/2017,"2:13:12"",""69.5"",""14.8"""
"""","1497838393"",""",19/06/2017,"2:13:13"",""69.5"",""14.8"""
"""","1497838394"",""",19/06/2017,"2:13:14"",""69.5"",""14.8"""
"""","1497838395"",""",19/06/2017,"2:13:15"",""69.5"",""14.8"""
"""","1497838396"",""",19/06/2017,"2:13:16"",""69.5"",""14.8"""
"""","1497838397"",""",19/06/2017,"2:13:17"",""69.5"",""14.8"""
"""","1497838398"",""",19/06/2017,"2:13:18"",""69.5"",""14.8"""
"""","1497838399"",""",19/06/2017,"2:13:19"",""69.5"",""14.8"""
"""","1497838400"",""",19/06/2017,"2:13:20"",""69.5"",""14.8"""
"""","1497838401"",""",19/06/2017,"2:13:21"",""69.5"",""14.8"""
"""","1497838402"",""",19/06/2017,"2:13:22"",""69.5"",""14.8"""
"""","1497838403"",""",19/06/2017,"2:13:23"",""69.5"",""14.8"""
"""","1497838404"",""",19/06/2017,"2:13:24"",""69.5"",""14.8"""
"""","1497838405"",""",19/06/2017,"2:13:25"",""69.5"",""14.8"""
"""","1497838406"",""",19/06/2017,"2:13:26"",""69.5"",""14.8"""
"""","1497838407"",""",19/06/2017,"2:13:27"",""69.5"",""14.8"""
"""","1497838408"",""",19/06/2017,"2:13:28"",""69.5"",""14.8"""
"""","1497838409"",""",19/06/2017,"2:13:29"",""69.5"",""14.8"""
"""","1497838410"",""",19/06/2017,"2:13:30"",""69.5"",""14.8"""
"""","1497838411"",""",19/06/2017,"2:13:31"",""69.5"",""14.8"""
"""","1497838412"",""",19/06/2017,"2:13:32"",""69.5"",""14.8"""
"""","1497838413"",""",19/06/2017,"2:13:33"",""69.5"",""14.8"""
"""","1497838414"",""",19/06/2017,"2:13:34"",""69.5"",""14.8"""
"""","1497838415"",""",19/06/2017,"2:13:35"",""69.5"",""14.8"""
"""","1497838416"",""",19/06/2017,"2:13:36"",""69.5"",""14.8"""
"""","1497838417"",""",19/06/2017,"2:13:37"",""69.5"",""14.8"""
"""","1497838418"",""",19/06/2017,"2:13:38"",""69.5"",""14.8"""
"""","1497838419"",""",19/06/2017,"2:13:39"",""69.5"",""14.8"""
